,CASRN,LogLD,smiles
14877,,2.198330261,CCOC(=O)c1c(C)cc2c(c1C)C(=O)N=NC2CO
14878,,3.684162876,CN(C)C(=O)Oc1ccc[n+](C)c1
14879,,1.718674376,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
14880,,1.64653834,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O
14881,,2.279878044,CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC
14882,,3.233869906,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
14883,,2.626200029,Clc1ccc2nsnc2c1NC1=NCCN1
14884,,1.517732902,CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O
14885,,3.152659564,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
14886,,3.035243952,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
14887,,1.976510459,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
14888,,2.033540471,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O
14889,,2.209403844,O=[N+]([O-])c1ccccc1-c1ccccc1
14890,,3.167703236,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1
14891,,2.051664256,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
14892,,3.371025063,CNC(=O)Oc1cccc2c1OC(C)(C)O2
14893,,2.389683366,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
14894,,1.728539907,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C
14895,,3.03671759,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1
14896,,2.856669229,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F
14897,,1.752523862,CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1
14898,,2.13216081,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC
14899,,5.951299642,O=C1Oc2ccccc2C(=O)C1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
14900,,2.234694114,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
14901,,0.924659606,Nn1cnnc1
14902,,1.88057859,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl
14903,,1.451686163,CCC(O)=C1C(=O)CC(C(=O)O)CC1=O
14904,,1.817270552,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1
14905,,2.628735978,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1
14906,,1.816140982,CCSc1nc(NC(C)C)nc(NC(C)C)n1
14907,126-75-0,3.97110441625,CCOP(=O)(OCC)SCCSCC
14908,,3.669911929,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1
14909,,4.095907463,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
14910,,2.579919363,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
14911,,1.465874377,CC(=CCNc1ncnc2[nH]cnc12)CO
14912,,2.199768875,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
14913,,2.418878059,CCCS(=O)(=O)c1c(Cl)cnc(Cl)c1Cl
14914,,3.033257482,CNC(=O)Oc1cc(C)cc(C)c1C
14915,,2.616552528,CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-]
14916,919-54-0,2.5556228795000004,CCOC(=O)CSP(=S)(OCC)OCC
14917,,3.018869781,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1
14918,,4.551344218,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl
14919,,2.371302875,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O
14920,,4.514265436,CNC(=O)Oc1ccc(N=CN(C)C)c(C)c1
14921,,2.70888867,CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1
14922,,1.369727008,O=C1N=C2CCCC2C(=O)N1C1CCCCC1
14923,,2.296886019,COP(=S)(OC)SCc1nc(N)nc(N)n1
14924,144-41-2,2.952130352,COP(=S)(OC)SCC(=O)N1CCOCC1
14925,,2.50194886,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1
14926,,2.566645616,CCNc1nc(NCC)nc(OC)n1
14927,,2.870957151,S=C1NCCNC(=S)S1
14928,640-15-3,3.1086317462500004,CCSCCSP(=S)(OC)OC
14929,,2.967208884,ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl
14930,,2.290567238,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
14931,,1.692516742,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
14932,,2.606090731,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
14933,,1.758233902,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1
14934,,1.439843231,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
14935,,2.295688583,O=C(O)c1ccccc1OP(=O)(O)O
14936,,2.326677386,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
14937,,1.861749414,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
14938,,1.469920151,CCCCCCOc1ccccc1C(N)=O
14939,,2.026646237,NS(=O)(=O)Cc1noc2ccccc12
14940,,1.998004908,CC(=O)NC(=O)c1ccccc1O
14941,,2.393685672,N=C(N=NCc1ccc(Cl)cc1)N=NCc1ccc(Cl)cc1
14942,,1.809791709,Clc1cc(Cl)c(OCC#CI)cc1Cl
14943,,1.865993489,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
14944,,3.416000676,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
14945,,1.655259208,C1=CCC(c2ccccc2)CC1
14946,,1.814848395,COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
14947,,1.774274569,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
14948,,2.425197093,COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
14949,,1.806620153,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1
14950,,1.583857814,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1
14951,,2.015394688,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC
14952,,2.352068365,Nc1c[n+](N2CCOCC2)no1
14953,,1.865719982,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1
14954,,2.373701926,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I
14955,,2.684072039,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O
14956,,3.062649595,COc1cccc(C2(O)CCCCC2CN(C)C)c1
14957,,1.91330337,CCC(=O)NC1CCc2nc(N)sc2C1
14958,,2.900982311,OP(OCCCl)OCCCl
14959,,2.23825322,Cc1cc(O)c(C(C)(C)C)cc1C
14960,,3.246841093,CNCc1cccc2ccccc12
14961,,2.47225788,S=c1[nH]n(-c2ccccc2)c(=S)s1
14962,,1.6777933,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
14963,,2.189001563,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1
14964,,2.365201992,CCN(CC)C(=O)Cc1ccccc1
14965,,1.342951408,CC(C)(C)C(=O)OCC(=O)c1ccccc1
14966,,1.155990565,OCCNC1CCCCC1
14967,3249-68-1,2.6608380555,CCCC(=O)CC(=O)OCC
14968,,2.244173334,C=CC(=O)Nc1ccc(O)cc1
14969,,2.294699018,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)([O-])CCC341
14970,,4.094976289,NC(=S)Nc1ccc(Cl)cc1
14971,,1.436155266,O=C(O)c1ccccc1C(=O)Nc1ccccc1
14972,,1.959026867,NCCNCCNCc1ccccc1O
14973,,2.457193524,COc1ccc(N)cc1Cl
14974,,2.252033605,ClCc1cccc(Oc2ccccc2)c1
14975,,2.875658442,CNc1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1
14976,,1.845336836,CNc1ccc(Cl)cc1C(=O)c1ccccc1Cl
14977,,1.451782343,COc1ccc(C(=O)c2ccccc2)cc1
14978,617-79-8,2.48182883125,CCC(CC)CN
14979,,1.460637288,O=C(O)COc1ccc(Cl)cc1CO
14980,,2.743107452,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1
14981,,1.598902214,COc1ccc(CCl)cc1OC
14982,,3.014361838,Cc1ccc(N)cc1Br
14983,,1.997227973,Oc1c(Br)ccc2c(O)c(Br)ccc12
14984,,2.65101404,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
14985,871-22-7,1.9589487017500002,CCCCOC(C)OCCCC
14986,,2.029342132,ClC(Cl)(Cl)c1cccc(C(Cl)(Cl)Cl)c1
14987,,1.810366954,c1ccc2c3c([nH]c2c1)CCCC3
14988,,1.907519198,N#CCCNCCCCCCNCCC#N
14989,,2.045376633,CCC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(=O)CC)CCC34)C2CC1
14990,,1.91702008,CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O
14991,,3.88857856,CN(CCC(N)C/C(O)=N/C1C=CC(n2ccc(=N)nc2O)OC1C(=O)O)C(=N)N
14992,,1.808312724,CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1
14993,,1.529892283,O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1
14994,,2.886972694,CCO[PH](=S)OCC
14995,,3.932058618,O=[N+]([O-])C(Br)(Br)CO
14996,,1.126504056,C=COC(=O)CCC
14997,,1.454588779,Nc1nc(C2CC2)nc(C(=O)O)c1Cl
14998,,1.703901994,COc1cc2ccc(=O)oc2cc1O
14999,,2.038755237,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O
15000,10232-91-4,2.1977872705,CCC(CC)COCCC#N
15001,,1.283750627,CC(=O)Nc1cccc(NC(C)=O)c1
15002,111-73-9,2.003366969,CCOCCCCO
15003,,2.277832225,CC1(C(=O)O)CCCCC1
15004,,3.036728676,O=NN1CN(N=O)CN(N=O)C1
15005,,1.622696074,O=C(CCl)N(c1ccccc1)c1c(Cl)cccc1Cl
15006,,1.909541579,C=CC(=O)O[Si](C(C)C)(C(C)C)C(C)C
15007,,1.745600888,COC(=O)c1nccnc1N
15008,,3.598803709,Nc1ccc(O)c(Cc2cc(N)ccc2O)c1
15009,29214-81-1,2.5046619310000002,CC(C)CNC(=S)NCC(C)C
15010,,1.997259036,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1
15011,,1.617472725,OCCOCCOCCOCCOCCOCCOCCOCCOCCO
15012,,2.138436776,Nc1c(I)c(C(=O)O)c(I)c(C(=O)O)c1I
15013,,2.682602734,COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)N(C)CCC341
15014,,1.523396116,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
15015,,2.191108052,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1
15016,,1.547120349,CCc1ccc(CCO)nc1
15017,,2.375017183,O=C(CCl)OCCOCCO
15018,,2.03457955,C=Cc1ccc(CC)cn1
15019,6330-25-2,2.4001190825,CNC(=O)CC#N
15020,,1.207730089,NCCCCCCC(=O)O
15021,,2.550699093,CC1(C)C2C(=O)OC(O)C21
15022,,2.067467441,O=c1[nH]c(=O)c2ccc3c4cccc5cccc(c6ccc1c2c63)c54
15023,,1.662777603,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1
15024,,1.690010505,COc1nc(C)n/c(=N\C(O)=N\S(=O)(=O)c2ccccc2C(=O)O)[nH]1
15025,,2.685250241,Cc1cc(C)nc(N=NC(C)c2ccccc2C)n1
15026,,6.202963252,O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21
15027,,3.064232967,CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O
15028,,1.654755226,COc1ccc(CC(C)(NC(N)=O)C(=O)O)cc1OC
15029,37894-46-5,2.6538971375,COCCO[Si](CCCl)(OCCOC)OCCOC
15030,,2.026380377,CS(=O)(=O)c1ccccc1
15031,,2.052763351,Cc1cccc(NC(N)=O)c1
15032,10213-74-8,2.1450064812500003,CCC(CC)COCCC(=O)O
15033,,1.929012908,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-]
15034,,1.936900492,O=C1N=C2NC=NC(=O)C2N1
15035,,1.318455693,CC1=NC(=O)NC(=O)C1CO
15036,,1.713292934,Nc1cnn(CCO)c1N
15037,,2.52268252,CCN(CC)C(=O)c1ccccc1O
15038,,2.062149354,CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
15039,,2.297198729,Cc1nc2c(C)cccc2[se]1
15040,,2.255298355,CC(C)Oc1ccccc1N
15041,,2.335556694,Nc1c(I)c(C(=O)Cl)c(I)c(C(=O)Cl)c1I
15042,,1.27821401,C=C(C)C(=O)OCCC#N
15043,,1.473778835,COC1=Cc2ccccc2Nc2ccccc21
15044,,1.924759553,COc1ccc2ccc(=O)oc2c1CC=C(C)C
15045,,1.652492005,NCCNCc1ccccc1O
15046,,1.703880248,Nc1nccnc1C(=O)O
15047,,1.667151488,CCOS(=O)(=O)c1cc(C(C)(C)C)cc2cc(C(C)(C)C)ccc12
15048,,3.250056089,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
15049,692-45-5,1.9181596994999999,C=COC=O
15050,,2.061899439,CCOCc1cnc(C)nc1N
15051,77745-66-5,2.3407111545,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C
15052,,1.899891841,Cc1cc(C)c(C(=O)Cl)c(C)c1
15053,,1.911602457,O=C(O)c1ccc2c3c(ccc(C(=O)O)c13)C(=O)OC2=O
15054,,2.146546184,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1
15055,,2.203245058,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O
15056,,1.740694206,COc1cc(OC)nc(/N=C(\O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1
15057,,1.434388141,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
15058,,2.213081156,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC
15059,,5.34687108,O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21
15060,,1.879868873,CCN(C(=O)SCc1ccccc1)C(C)C(C)C
15061,,1.644048436,COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1
15062,,1.450718216,OCCOCCOCCOCCOCCOCCO
15063,,1.51623781,CC=Cc1ccccc1
15064,,2.330336308,C=CC(=O)OCCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCOC(=O)C=C)cc3)c(C)c2)cc1
15065,,2.226795969,CNC(=O)c1cc(Cl)ccn1
15066,,1.595022488,O=[N+]([O-])c1ccc2ccccc2c1
15067,,1.387912801,CC(C)(N=C=O)c1ccc(C(C)(C)N=C=O)cc1
15068,,1.868135378,CCSc1nc(=O)n(CC(C)(C)C)c(=O)n1N
15069,,2.658729507,C=C(Cl)C(Cl)=C(Cl)Cl
15070,,1.36699306,CC=N
15071,1071-73-4,1.85378457975,CC(=O)CCCO
15072,,2.609738843,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F
15073,,2.03624524,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1C
15074,,3.111138124,CN1CCN(N=O)CC1
15075,,1.624668166,O=C(NCCO)c1ccccc1O
15076,,1.794790683,O=C(c1ccc(F)cc1)c1ccc(F)cc1
15077,,2.602637499,O=S(=O)(Cl)CCl
15078,,1.726161905,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
15079,,1.734473968,Cc1cc(C)c(O)c(CCCCc2cc(C)cc(C)c2O)c1
15080,,1.667645729,C=COCCOCCCC
15081,,2.063808558,CCCCNC1(P(=O)(OCCCC)OCCCC)CCCCC1
15082,,2.378353076,CN(C)CCOCCOC(=O)N1c2ccccc2Sc2ccccc21
15083,,2.484695546,CC(=O)Nc1ccncc1
15084,,1.649472318,Nc1c(Cl)cc(C(=O)O)cc1Cl
15085,,3.491167969,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
15086,,2.266204255,Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-]
15087,153719-38-1,2.3153150005,CN1COCN=C1N[N+](=O)[O-]
15088,,2.221644105,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Br)cc23)c1F
15089,2528-38-3,2.20910611475,CCCCCOP(=O)(OCCCCC)OCCCCC
15090,,1.638683564,CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C
15091,,3.387873688,CCOP(=S)(OCC)Oc1cc(C)nc(N(C)C)n1
15092,,2.140285248,CCCN(CCC)C(=O)SCc1ccccc1
15093,,2.389688717,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl
15094,,1.705314739,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O
15095,,3.139765777,NC(=O)CBr
15096,,2.572260131,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
15097,,1.867402242,CCCCCCCCc1ccccc1O
15098,,1.889745297,C=C(C)C(=O)O[Si](C(C)C)(C(C)C)C(C)C
15099,453-18-9,3.4510510475,COC(=O)CF
15100,,1.946008708,Cc1cc[nH]n1
15101,,2.701005621,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
15102,,3.338004699,Cc1ccccc1N=Nc1c(N)ccc2ccccc12
15103,,2.870238462,O=C(CCl)c1ccc(O)cc1
15104,,2.224072713,CCCCc1c(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n(-c2ccccc2)c1=O
15105,,2.209869564,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
15106,,2.429153865,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccc(CO)n1
15107,,2.017444512,CC(C)c1cc(C(C)C)c(N=C=O)c(C(C)C)c1N=C=O
15108,,3.045714059,C=C(C#N)OC(C)=O
15109,,1.33231455,CC(C)c1ccc(N=C=O)cc1
15110,,2.098546821,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
15111,,2.493844157,Fc1ccc(Br)c(F)c1
15112,,3.838502776,COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1
15113,,2.271613479,Nc1ncc2[nH]cnc2n1
15114,,2.097404159,C=C(C)CN1C(=N)CC(=O)N(C)C1=O
15115,56677-60-2,2.15946142,CCCCCCCCCCCCCCOC(=O)Cl
15116,,2.925939659,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
15117,,3.207533959,Cc1ccc(C)[nH]1
15118,,1.916040138,CC(C)C1=CC2=CCC3C(C)(CO)CCCC3(C)C2CC1
15119,7789-92-6,2.3325479409999996,CCOCCC(OCC)OCC
15120,,1.398559677,COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
15121,,1.81483025,N#CCC(=O)c1ccccc1Cl
15122,,1.895238529,NP(N)(=O)Nc1ccccc1[N+](=O)[O-]
15123,32838-28-1,2.1448203657500002,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O
15124,,2.478459334,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1
15125,,1.69674442,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
15126,,1.739714713,C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC
15127,,2.200623837,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
15128,,2.257186585,CCOC(=O)CCCOc1ccc(Cl)cc1C
15129,,3.182521794,CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1
15130,,2.092523201,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1
15131,,1.86463274,Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O
15132,111-35-3,1.840692308,CCOCCCO
15133,,2.633781439,NP(N)(=O)Oc1ccccc1
15134,,1.89216924,NC(=O)c1c(F)cccc1F
15135,,1.927835488,c1ccc2c(c1)Cc1ccccc1N2
15136,,3.122580954,COC(F)(F)C(C(F)(F)F)C(F)(F)F
15137,,1.752306099,C=CCc1ccc(OC=O)c(OC)c1
15138,,1.664952133,C=C(C)C(=O)NC(C)C
15139,,2.492484736,Cc1[nH]ncc1Cl
15140,,2.624464733,O=c1ccc2cc3ccoc3c(O)c2o1
15141,,1.653854794,CC(=O)SC1CC2=CC(=O)CC(SC(C)=O)C2(C)C2CCC3(C)C(CCC3(C)O)C12
15142,,2.60364228,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl
15143,,1.336952339,CC1=C(C(=O)Nc2ccccc2)CCCO1
15144,,3.84845158,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
15145,,1.696563874,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12
15146,,1.699029031,Nc1c(Cl)cc(Cl)cc1C(=O)O
15147,,3.658245338,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C
15148,,3.394583,CN1C(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O
15149,,1.715618383,CC(=O)CC(=O)Nc1cc(Cl)c(NC(=O)CC(C)=O)cc1C
15150,,2.201309155,COc1ccc([N+](=O)[O-])cc1Cl
15151,,1.778550204,CN1C(=O)C2C(=NC(=O)N2C)N(C)C1=O
15152,,1.888313242,Oc1ccc2ccccc2c1Cl
15153,,2.489607171,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
15154,,1.65472767,C=COC(=O)c1ccccc1
15155,,2.442017837,COc1c2ccoc2cc2oc(C)cc(=O)c12
15156,,1.949666039,N#Cc1ccc(Cl)c([N+](=O)[O-])c1
15157,39716-58-0,2.469412956,C=CCCC(=O)Cl
15158,,2.091153424,CCCCc1oc2ccc([N+](=O)[O-])cc2c1C(=O)c1ccc(O)cc1
15159,76524-94-2,2.29328969025,CCO[Si](CCCNC=O)(OCC)OCC
15160,,3.205120202,CCC(CN)=C(c1ccccc1)c1ccccc1
15161,,3.16911687,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
15162,,1.793364726,CCCC(=NOCC(C)Oc1ccc(Cl)cc1)C1C(=O)CC(C2CCCSC2)CC1=O
15163,,3.094674322,CNC(=O)ON=C(C)C(C)SC
15164,,2.478765462,Cc1ccc(N=c2sccn2C)c(C)c1
15165,,2.343052209,CN(C)C(=O)SCCCCOc1ccccc1
15166,,2.891740568,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C
15167,,1.971031218,CN=C1OC(c2ccccc2)C(=O)C1c1cccc(C(F)(F)F)c1
15168,1005-93-2,3.6937664715,CCC12COP(=O)(OC1)OC2
15169,,2.25483025,CCCCC(CC)CNc1ccc(NCC(CC)CCCC)c2c1C(=O)c1c(O)ccc(O)c1C2=O
15170,,2.665121127,CCOC(=O)c1cnn(-c2ccccc2)c1N
15171,,1.66337781,OCCN1CNC(=S)NC1
15172,,2.50573317,Cc1ccoc1C
15173,,3.067566768,CCC(C)(CC)c1cc(N)on1
15174,,3.208578066,C1=CC=CCC=C1
15175,112-48-1,2.17500145875,CCCCOCCOCCCC
15176,,1.621374797,O=C=NCc1ccc(CN=C=O)cc1
15177,,2.093488926,O=C(Cl)CCCCCl
15178,,1.980755238,O=c1c(Cl)c(Cl)cnn1-c1ccccc1
15179,,2.199454786,O=C1CSc2ncccc2N1
15180,,1.78367224,Nc1cccc2c(Cl)ccc(Cl)c12
15181,,1.967466319,O=c1oc2cc(Cl)ccc2n1CCl
15182,,2.047818855,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
15183,,1.625188937,ClC(Cl)c1cccc(Oc2ccccc2)c1
15184,71850-03-8,2.27906182975,COCCOC(=O)CCCCCCCCC(=O)OCCOC
15185,,1.326980205,CC(C)c1ccc2ccccc2c1C(C)C
15186,,2.248934976,COCc1ccc(-c2ccc(COC)cc2)cc1
15187,,2.422704717,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
15188,,2.59174532,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1
15189,,1.748985823,CC[S+]([O-])c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N
15190,,1.497057692,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
15191,,2.529936992,CN(C)/C(O)=N/c1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1
15192,,2.732080466,O=C1CCc2cccc3c2N1CC3
15193,,2.113831616,CC12CCC3C(CCC4CC5OC5CC43C)C1CC(N1CCCC1)C2=O
15194,593-79-3,2.1170498615,C[Se]C
15195,,1.417934251,CC(=O)CCCC(C)CCC=C(C)C
15196,,2.400211498,NCCNS(=O)(=O)c1cccc2cnccc12
15197,,1.481853325,Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12
15198,122-31-6,2.4038612412499996,CCOC(CC(OCC)OCC)OCC
15199,,2.9036206,CC(C)(C)C(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
15200,,2.544607888,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)OCc1ccccc1)C(C)C
