,smiles,LogLD
9996,CC(=O)SCc1cnc(C)c(O)c1CSC(C)=O,2.515919499
9997,O=C1c2ccccc2C(=O)c2c(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)ccc(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)c21,1.934181755
9998,COc1ccc(C(=O)CCC(=O)O)c2c1OCC2,1.854306042
9999,COc1ccc(C(=O)CCC(=O)O)c2c(C)c(C)oc12,2.102905529
10000,CCc1oc2c(OC)ccc(C(=O)CCC(=O)O)c2c1C,1.918801431
10001,COc1ccc(C(=O)CCC(=O)O)c2cc(C)oc12,2.084279962
10002,COc1ccc(C(=O)CCC(=O)O)c2ccoc12,2.304956154
10003,COc1cc(C(=O)CCC(=O)O)cc2ccoc12,1.850793221
10004,CC(N)C(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,3.109782669
10005,OCC1OC(N2CCN(C3OC(CO)C(O)C(O)C3O)CC2)C(O)C(O)C1O,1.613185089
10006,COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,2.052261612
10007,O=C1c2c(cc(S(=O)(=O)O)cc2Nc2nc(Cl)nc(Cl)n2)C=C(S(=O)(=O)O)C1N=Nc1cc([N+](=O)[O-])ccc1O,1.840980541
10008,Cc1ccc(/N=C/NSN(Cc2ccccc2)Cc2ccccc2)c(C)c1,2.55388187
10009,CCOc1occ2cnc(C)c(O)c12,1.953573158
10010,Cc1ncc2coc(OCCO)c2c1O,1.978141075
10011,Cc1ncc(CSSCc2cnc(C)c(O)c2CN)c(CN)c1O,1.897570218
10012,Cc1ncc(CSSCc2cnc(C)c(O)c2CCl)c(CCl)c1O,1.974385292
10013,Cc1ncc(CSSCc2cnc(C)c(O)c2C)c(C)c1O,2.194523377
10014,OC1CCC(CN2CCC(=C3c4ccc(F)cc4Sc4ccc(C(F)(F)F)cc43)CC2)CC1,3.900883059
10015,N=C(O)c1cc(C(=O)CBr)ccc1O,2.508649218
10016,O=NN1CCSC1,1.782439546
10017,Cc1ncc2cscc2c1O,2.041963473
10018,O=S(=O)(O)c1cc(Cl)ccc1C=Cc1ccc(-n2nc3cc(S(=O)(=O)O)c4ccccc4c3n2)cc1S(=O)(=O)O,1.793787452
10019,CCOC(=O)C/C(O)=N/P(=O)(OC)SC,3.310025111
10020,CCCNNc1ccccc1,4.06279886
10021,ClCCCCc1nnnn1C1CCCCC1,1.945675804
10022,OCC(O)Oc1ccc(Cl)cc1Cl,2.319028185
10023,Cc1ncc2c(c1O)CSSC2,2.25418432
10024,Cc1ccccc1C1OCC(O)CO1,1.756837393
10025,C=C(Cl)COP(C)(=S)Oc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,3.273801952
10026,CCSCc1cnc(C)c(O)c1CO,1.752653577
10027,Cc1ncc(CSSSCc2cnc(C)c(O)c2CO)c(CO)c1O,2.270215023
10028,Nc1ccc(-c2ccc(-n3nc4ccc5c(S(=O)(=O)O)cc(S(=O)(=O)O)cc5c4n3)cc2)cc1,1.83800673
10029,Cc1ncc(CSCc2cnc(C)c(O)c2CO)c(CO)c1O,1.651811506
10030,CC(N)C1CCC(c2ccccc2)CC1,2.469350234
10031,CC(C)C(/N=C(\O)COc1ccc(Cl)cc1Cl)C(=O)O,2.630322085
10032,Nc1ccccc1SCc1ncon1,3.416690801
10033,CCCOP(=O)(SCCC)SCCC,3.298282575
10034,COC(=O)CC(C)C(=O)c1ccc(NC(=O)c2ccc(OC)cc2)c([N+](=O)[O-])c1,1.806530469
10035,CC(=O)N(C)N=O,3.70796597
10036,c1ccc(C2=NN(c3ccccc3)C(c3ccccc3)C2)cc1,1.571692822
10037,CCCCOCCC(=O)O,1.449738425
10038,CC1CC=NN1C(=N)NC(=N)N,1.587347062
10039,CC1=NN(C(=N)N=C(N)N)C(C)(C)C1,1.681104061
10040,O=Cc1ccc(N/C=N\O)cc1,1.671209881
10041,CCOC(=O)C(=O)Nc1nc(-c2ccccc2)cs1,2.108969145
10042,CC(=O)OC(C(Cl)(Cl)Cl)P(=O)(Oc1ccccc1)Oc1ccccc1,2.111098511
10043,CCCc1nc(N=C(N)N)oc1CCC,1.778731989
10044,Clc1ccc(C(Cl)(Cl)c2ccc(Cl)cc2)cc1,3.26043911
10045,CN1CC(CC(C#N)C(=N)O)CC2c3cccc4[nH]cc(c34)CC21,2.508411198
10046,OC1=NC(c2ccc(O)cc2)(c2cccs2)C(O)=N1,1.563166127
10047,COc1ccc(C2(c3ccc(OC)c(Cl)c3)N=C(O)N=C2O)cc1,1.664980255
10048,CCC1(c2ccccc2O)N=C(O)N=C1O,1.467811271
10049,Cc1cc(C2(c3ccc(O)cc3)N=C(O)N=C2O)ccc1O,1.599589078
10050,OC1=NC(c2ccc(O)cc2)(c2ccc(O)c(Cl)c2)C(O)=N1,1.628342603
10051,CC(=O)N(CCN(C)C)n1cc(-c2ccccc2)c2ccccc21,2.465685616
10052,CN(C)CCN(CCN(C)C)n1cc(-c2ccccc2)c2ccccc21,2.4477904
10053,CCN(CC)CCN(CCN(CC)CC)n1cc(-c2ccc(Cl)cc2)c2cc(C)ccc21,2.658097293
10054,O=P(CCn1c(Cc2ccccc2)nc2ccccc21)(OCCCl)OCCCl,1.852337317
10055,CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC,1.711401879
10056,CC1N=C(c2ccccc2Cl)c2c(ccc(N/C(O)=N/CCO)c2Br)N(C)C1=O,1.805964583
10057,CC1N=C(c2ccccc2Cl)c2c(ccc(N/C(O)=N/CCO)c2Cl)N(C)C1=O,1.763738378
10058,CN1C(=O)CN=C(c2ccccc2F)c2c1ccc(NC(=O)N1CCOCC1)c2Cl,2.53743322
10059,O=C1c2ccccc2C(=O)N1CC1=Nc2ccccc2Cc2ccccc21,2.107536683
10060,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,2.257220641
10061,COP(=O)(OC)C(OC(=O)CCl)C(Cl)(Cl)Cl,2.987082689
10062,CCOC(C(=O)O)(c1ccccc1)c1ccccc1,2.408750301
10063,CN(C)C(=O)C=Cc1ccc2c(c1)OCO2,3.471688074
10064,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.759251047
10065,CN(C(=O)C[N+](C)(C)C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.980831815
10066,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,3.459723591
10067,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.07962376
10068,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)CO,1.762960501
10069,c1ccc(C2CCCCC2)c(OCC2CNCCO2)c1,2.390733297
10070,Brc1ccc2[nH]cc(CC3CCNCC3)c2c1,4.069235807
10071,CCOC(=O)C(=O)Nc1cc(OC)ncn1,2.148456117
10072,CCOC(=O)C(=O)Nc1cc(OC)nc(C)n1,2.174697473
10073,CCOC(=O)C(=O)Nc1cc(OC)nc(-c2ccccc2)n1,2.274882032
10074,CCOC(=O)C(=O)Nc1cc(OCCOCc2ccccc2)nc(C)n1,2.351436339
10075,CCOC(=O)C(=O)Nc1cc(SC)nc(C)n1,2.202929131
10076,CCOC(=O)C(=O)Nc1cc(SCCOC(=O)C(=O)OCC)nc(C)n1,2.381789474
10077,CCOC(=O)C(=O)Nc1ccncn1,2.086310881
10078,CCOC(=O)C(=O)Nc1cc(OC)nc(OC)n1,2.202811738
10079,CCOC(=O)CCSc1cc(NC(=O)C(=O)OCC)ncn1,2.310908283
10080,CCOC(=O)C(=O)Nc1cc(SCCOC)ncn1,2.251219843
10081,CCOC(=O)C(=O)Nc1cc(OCCOCCOC)ncn1,2.291854274
10082,CCOC(=O)C(=O)Nc1cc(SCCOCCOC)ncn1,2.313574606
10083,NC(=O)C1CCCN1,1.182407043
10084,CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,3.498363729
10085,CC(C)CCCC(C)NN,3.125728193
10086,CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,2.273381766
10087,COc1ccc2[nH]c(C)c(CC(=O)OCC(=O)O)c2c1,1.840852289
10088,Cc1[nH]c2ccc(O)cc2c1CC(=O)OCC(=O)O,1.818306739
10089,CC(=CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,4.333724848
10090,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,2.009538304
10091,COC(=O)CSP(=S)(OC)OC,1.92270339
10092,CNC(=O)c1cc(Oc2ccc(N)c(F)c2)ccn1,2.596208284
10093,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1.914135482
10094,CCC(=O)N(c1ccccc1)C1CCN2CC(c3ccccc3)c3ccccc3C2C1,3.136256438
10095,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,2.36626136
10096,CC(O)C(Cl)(Cl)Cl,2.213334438
10097,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.735070569
10098,CN(N=O)C(=O)C(=O)N(C)N=O,3.258567448
10099,C[N+](C)(C)NCCC(=O)[O-],1.164874239
10100,O=S(=O)(F)CCCl,3.467075084
10101,O=NN1CCc2ccccc21,2.665595647
10102,C#CCCC#CC#CCCCCO,2.843215331
10103,C[N+](C)(CCO)C(=O)Cc1ccc(-c2ccc(CC(=O)[N+](C)(C)CCO)cc2)cc1,2.178082139
10104,COc1ccccc1N1CCN(CCCOc2ccc(N)cc2)CC1,2.914240146
10105,OC(c1cc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12)C1CCCCN1,2.524265582
10106,FC1(F)COC1(F)F,2.05337912
10107,CC1(C)CC(NCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,1.943009071
10108,CC1(C)CC(=O)C(N)C(C)(C)N1,2.267314599
10109,COc1ccc(CC(=S)N(C)C)cc1,3.978375596
10110,CCCCCCCCCCOC(=O)C[N+](C)(C)CCSCC[N+](C)(C)CC(=O)OCCCCCCCCCC,2.333938152
10111,O=[N+]([O-])c1ccc(C(O)C2COC(C(Cl)Cl)=N2)cc1,1.706315155
10112,O=C(c1ccc(Cl)cc1)c1ccc2nc(O)oc2c1,1.893167082
10113,FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1,4.769974704
10114,Clc1nc(Cl)c(Cl)[nH]1,4.192653604
10115,NC(Cl)c1nc(Cl)c(Cl)c(Cl)c1Cl,2.372913552
10116,NC(Cl)(Cl)c1nc(Cl)c(Cl)c(Cl)c1Cl,2.321962778
10117,CN(SSC(C)(C)C)C(=O)ON=C1SC(C)(C)C(=O)N1C,3.070277616
10118,O=C(OCCOCCO)c1cc(O)ccc1Nc1cccc(C(F)(F)F)c1,2.585841839
10119,O=C(OCCOCCO)c1cc(O)ccc1Nc1ccc(O)c(C(F)(F)F)c1,2.6035092
10120,CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,2.016916043
10121,CCCCCNCC(N)=O,1.459095066
10122,CC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC21C,2.163080482
10123,O=C(CCc1ccc2c(c1)OCO2)C1C(=O)CC(c2ccccc2)CC1=O,1.959514802
10124,Cc1ccc(C2CC(=O)C(C(=O)CCc3ccc4c(c3)OCO4)C(=O)C2)cc1,1.975918681
10125,O=C(Cc1ccccc1)C1C(=O)CC(c2ccccc2)CC1=O,1.884173487
10126,S=C(C=Cc1ccc2c(c1)OCO2)N1CCOCC1,2.988175481
10127,O=[N+]([O-])c1cccc2nc3ccccc3c(NCCN(CCO)CCO)c12,3.323168863
10128,COP(=O)(SC)c1ccccc1,3.563088236
10129,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1,1.948390608
10130,CCC1(c2ccccc2)CCN=C1O,2.281419052
10131,C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1,2.653221521
10132,C=CC(=O)NC(OC)C(=O)OC,1.918113608
10133,O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,2.063375585
10134,Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,2.176649916
10135,Cn1cccc1C(=O)C(C#N)/C(O)=N/c1ccccc1,2.397189991
10136,O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1,3.032226994
10137,Nc1nnc(-c2cc(Cl)ccc2Cl)c(N)n1,2.602222821
10138,CCOP(O)(=S)CC,2.409851439
10139,CC1=CCC2CC(CC3(CCC(C)C(C(C)C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,2.353483276
10140,S=C1N=CC=NC(=S)SSSS1,1.501179704
10141,CCC(Cl)(Cl)Cl,1.29585293
10142,CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC,2.092960204
10143,CCOP(=O)(OCC)SC(C)(C)C,3.250838611
10144,CCCCCCC(=O)OCC(CC)(COC(=O)CCCCCC)COC(=O)CCCCCC,1.876786395
10145,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.549609859
10146,CCOP(=S)(OCC)SCSC(C)C,5.397011997
10147,CN1CCC(Oc2ccc(N)cc2)(c2ccccc2)CC1,2.838060843
10148,CCCCCCCCCCCCCCCCCC(=O)NCCCCC(NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O)C(N)=O)C(=O)O,3.169834057
10149,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(OC6CCC(OC7C=CC(=O)C(C)O7)C(C)O6)CC5(O)C=C4)OC3C)OC2C)C=CC1=O,2.970804644
10150,CC(O)C(c1ccc2c(c1)OCO2)N1CCOCC1,2.031055029
10151,CCOCN(C(=O)CCl)c1c(C)cccc1OC(C)C,2.045464967
10152,CCCOc1cccc(C)c1N(COCC)C(=O)CCl,2.061855383
10153,COc1c(C)ccc(C)c1N(COC(C)C)C(=O)CCl,2.238782628
10154,Cc1cccc(OCCC(C)C)c1N(C)C(=O)CCl,1.934496921
10155,Cc1cccc(OC(C)C)c1N(C)C(=O)CCl,2.430083546
10156,CN1C(=O)CCc2ccc(OCCCN3CCC(Cc4ccccc4)CC3)cc21,2.593887237
10157,C#CCN1C(=O)CCc2c(OCCCN3CCC(Cc4ccccc4)CC3)cccc21,2.619682778
10158,CN1C(=O)CCc2c(OCCCN3CCC(Cc4ccccc4)CC3)cccc21,2.593887237
10159,C=CCN1C(=O)CCc2c(OCC(O)CN3CCC(Cc4ccccc4)CC3)cccc21,2.638069736
10160,CCN1C(=O)CCc2c(OCC(O)CN3CCC(Cc4ccccc4)CC3)cccc21,2.625897634
10161,OC1=Nc2c(Br)ccc(OCC(O)CN3CCC(Cc4ccccc4)CC3)c2CC1,2.675238345
10162,O=c1cc(-c2ccccc2)c2ccc(OCCCN3CCC(c4ccccc4)CC3)cc2[nH]1,2.642039911
10163,O=C1CCc2c(OCC(O)CN3CCC(Cc4ccccc4)CC3)cccc2N1Cc1ccccc1,2.685419256
10164,CN1C(=O)CCc2c(OCC(O)CN3CCC(Cc4ccccc4)CC3)cccc21,2.611236711
10165,O=C1CCc2c(cccc2OCCCN2CCC(O)(c3ccccc3)CC2)N1,2.580340964
10166,CC(=O)C1(c2ccccc2)CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1,2.609088327
10167,CCc1c(C)[nH]c2c1C(=O)C1CN(C)CCC1C2,3.049136937
10168,NC(N)=NCC1CCC(C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1,1.708606542
10169,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,3.472406635
10170,CN(C)C1c2ccccc2N=C(O)c2ccccc21,1.857878468
10171,O=C1C(CCC2CC2)C(=O)N(c2ccccc2)N1c1ccccc1,2.903621672
10172,O=C(C(F)(F)Cl)C(F)(Cl)Cl,2.890735685
10173,CSC(C)=NOC(=O)N(C)SN(C)C(=O)Oc1ccc(OC(=O)N(C)SN(C)C(=O)ON=C(C)SC)cc1,3.128337919
10174,CSC(C)=NOC(=O)N(C)SN(C)C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)SN(C)C(=O)ON=C(C)SC)cc2)cc1,3.155625893
10175,CSC(C)=NOC(=O)N(C)SN(C)C(=O)Oc1ccc(Sc2ccc(OC(=O)N(C)SN(C)C(=O)ON=C(C)SC)cc2)cc1,3.04928527
10176,O=C1CCCN1c1cccc2cccnc12,2.109367847
10177,CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C1CCCCC1,3.6469886
10178,Cc1cc(=NC(=O)c2ccccc2O)n(-c2ccccc2)n1C,2.384860842
10179,CCOP(=O)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,3.588231358
10180,CCOC(=O)C1C=Nc2c(cc(F)c(F)c2F)C1=O,1.558218813
10181,Cn1c(=O)c2c(ncn2CCCN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,2.455431143
10182,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,2.352288207
10183,CCCC(C)OP(=S)(OC)OC,2.834089356
10184,COP(=O)(OC)SC(C)C,3.231858797
10185,COP(=O)(OC)SC(C)(C)C,3.495066978
10186,Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,1.863857962
10187,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.879292409
10188,CC1=CCC2CC1C2(C)C,1.566096535
10189,CC(=O)OC1CN(C)C(=O)N1c1cc(C(C)(C)C)on1,2.750218254
10190,O=C(c1cccnc1)N1CCN=C1Nc1c(Cl)cccc1Cl,3.622206249
10191,O=C1C=CC(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=NC5C=CC(=O)C(C(=O)O)=C5)cc4)cc3)c3ccc(S(=O)(=O)O)cc23)C=C1,1.952746606
10192,CCN(CCCSc1nnnn1C)C(=O)C1CCCCC1,2.794425303
10193,CCN(CCCSc1nnnn1C)C(=O)C1CCCC1,2.774411846
10194,CCN(C(=O)CCCn1nnnc1C)C1CCCCC1,2.747237744
10195,Cc1nnc(SCCCSc2nnnn2C)o1,2.736171727
10196,CCSCCCSc1nnnn1C,2.640185181
10197,Cn1nnnc1SCCC[S+]([O-])c1ccccn1,2.753402257
10198,CC(=O)CSc1nnnn1C,2.537095928
10199,Cn1nnnc1SCCCC(=O)c1cccs1,2.729759107
10200,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.709518122
10201,OC(c1ccccc1)c1cccnc1Cl,1.797704683
10202,OC(c1ccc(F)cc1F)c1cccnc1Cl,1.863579451
10203,Cc1ccccc1OCC(O)CN(N/C=N/C(=O)c1ccccc1)C(C)C,2.10026124
10204,CC=CCC1=C(C)CCC1,1.259236996
10205,OCCSSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.098002798
10206,CCc1c(C)nc2c(C)cccn2c1=O,2.392089709
10207,CC(=O)C=C1CCC2C13CCC(C)C(C3)C2(C)C,1.675626784
10208,CCN(C(=O)CCCSc1nnnn1C)c1ccccc1,2.785908983
10209,Cn1nnnc1SCCC/C(O)=N/C1CCCCC1,2.753431374
10210,COc1ccc(CCN(C(=O)CCCSc2nnnn2C)C2CCCCC2)cc1OC,2.951924925
10211,CN(C)c1ccc(NC(=O)CCCSc2nnnn2C)cc1,2.806752323
10212,CCN(C(=O)CCCSc1nnnn1C)c1ccccn1,2.78731167
10213,CCN(C(=O)CCCSc1nnnn1C)C1CCCCC1O,2.816180296
10214,CCN(C(=O)CCCCc1nnnn1-c1ccccc1)C1CCCCC1,2.851852497
10215,CCN(CC)C(=O)CCSCc1nnnn1C,2.711576106
10216,CCc1ccc(-n2nnnc2CSCCC(=O)N(CC)CC)cc1,2.841969807
10217,Cc1cc(C)c2[nH]c(=O)sc2c1,1.788061776
10218,CCCCCC(C=Cn1ccnc1)OCc1ccccc1,2.047393993
10219,COc1cc(C)c2[nH]c(=O)sc2c1,1.410906267
10220,CCC1(CC)C(=O)C=CN(CN2CCNCC2)C1=O,2.29672575
10221,CCC(O)OC(C)(C)C,1.718979928
10222,CC1(C)C(C=NOCc2ccco2)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.688817671
10223,O=C1CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc2N1,2.861487813
10224,O=C1CCc2cc(C(=O)CCCN3CCN(c4ccccc4Cl)CC3)ccc2N1,2.91585658
10225,CCC(C(=O)c1ccc2[nH]c(=O)ccc2c1)N1CCN(c2cccc(Cl)c2)CC1,2.913725925
10226,O=C1CCc2cc(C(O)CCCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,2.917976833
10227,O=C1CCc2cc(C(=O)CCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,2.900810484
10228,O=C1CCc2cc(C=CCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,2.882987614
10229,CCOc1ccccc1N1CCN(CC=Cc2ccc3c(c2)CCC(=O)N3)CC1,2.893778401
10230,O=C1CCc2cc(C=CCCN3CCN(c4ccccc4)CC3)ccc2N1,2.859125082
10231,CCOc1ccccc1N1CCN(CCC=Cc2ccc3c(c2)CCC(=O)N3)CC1,2.909065834
10232,O=C1CCc2cc(C=CCN3CCN(c4ccc(Cl)cc4)CC3)ccc2N1,2.882987614
10233,CCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)CCC(=O)N3)CC1,2.911219418
10234,CCOc1ccccc1N1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,2.896008945
10235,COc1ccccc1N1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,2.880246353
10236,COc1ccccc1N1CCN(CC=Cc2ccc3c(c2)CCC(=O)N3)CC1,2.877933146
10237,Cc1cccc(N2CCN(CC=Cc3ccc4c(c3)CCC(=O)N4Cc3ccccc3)CC2)c1,2.955797392
10238,Cc1ccc(C2=CCN(CC=Cc3ccc4c(c3)CCC(=O)N4)CC2)cc1,2.855500984
10239,O=C1CCc2cc(C(=O)CCCN3CC=C(c4ccc(Cl)cc4)CC3)ccc2N1,2.912677906
10240,Cc1ccc(C2=CCN(CCC(=O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,2.874463263
10241,COc1ccccc1C1=CCN(CC=Cc2ccc3c(c2)CCC(=O)N3)CC1,2.874463263
10242,COc1ccccc1C1CCN(CCCc2ccc3c(c2)CCC(=O)N3)CC1,2.879114238
10243,O=c1ccc2cc(CCCCN3CCN(c4ccccc4)CC3)ccc2[nH]1,2.859125082
10244,CCOc1ccccc1N1CCN(CCC=Cc2ccc3[nH]c(=O)ccc3c2)CC1,2.906901518
10245,CN1C(=O)CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc21,2.877933146
10246,COc1ccc(CCC2=NCCc3cc(OC)c(OC)cc32)cc1OC,2.59651646
10247,C=CCn1c(=O)c2[nH]c(C)nc2n(CCCC)c1=O,4.038608573
10248,C=CCn1c(=O)c2[nH]c(C)nc2n(CC(C)C)c1=O,4.188370893
10249,CC(C(=O)O)c1ccc(-n2cc3ccccc3n2)cc1,2.235039468
10250,COP(=O)(OC)C(O)(C(F)F)C(F)F,4.426129753
10251,O=C(Nc1cc(F)ccc1F)NC1CC1,3.144899745
10252,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,2.496648947
10253,COCCOC(=O)C(=O)Nc1nc(-c2ccccc2)cs1,2.153769501
10254,COCCOCCOC(=O)C(=O)Nc1nc(-c2ccccc2)cs1,2.21212068
10255,CSP(SC)SC,3.215045564
10256,C/N=C(\O)c1cc(C(O)CNC(C)(C)CCN2C(=O)OC(C)(C)c3ccccc32)ccc1O,2.482449559
10257,CC=C(C)C(=O)N1CCCc2cc(C)ccc21,2.018024934
10258,OC(CNCC(O)C1COc2ccccc2O1)C1COc2ccccc2O1,1.919933788
10259,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,1.716630871
10260,Cn1cnc2c1c(=O)n(CCCN1CCN(c3ccc(Cl)c(Cl)c3)CC1)c(=O)n2C,2.1104531
10261,Cn1c(=O)c2c(ncn2CCCCCN2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O,3.100553098
10262,Cc1ncc(CO)c(C(=O)O)c1O,1.387776485
10263,O=C(O)CCCCCCCl,1.961241749
10264,CCOC(=O)c1c(C)cc2nc(COC(=O)NC)n(-c3ccccc3Cl)c(=O)c2c1C,2.249332417
10265,CC1(CCl)COC1,2.032053655
10266,CC1(C(O)CO)OC(c2ccc(Cl)cc2)OC2COC(c3ccc(Cl)cc3)OC21,2.205250226
10267,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,1.972862444
10268,COc1ccccc1OCCOC(=O)c1ccccc1OC(C)=O,2.051495796
10269,CC(=O)OC12CCC(C)=CCC13CCC2C(C)(C=CC=C(C)C(=O)O)OC3=O,3.248902191
10270,CCC(C)(CC)c1ccc(NC(=O)c2c(OC)cccc2OC)nn1,2.836864432
10271,O=C(OCCOCCO)c1ccccc1Nc1ccc(O)c(C(F)(F)F)c1,2.585841839
10272,CC(C)(C(N)=O)c1ccccc1,1.995289429
10273,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C1(C)O,1.87617568
10274,COc1ccccc1C1N=C(O)C(C)S1,1.445792901
10275,COc1ccc(C2NC(=O)C(C)S2)cc1,1.445792901
10276,COc1cc(C2N=C(O)CCS2)cc(OC)c1OC,1.719927924
10277,COc1ccc(C2N=C(O)CCS2)cc1OC,1.500584636
10278,COc1ccc(C2N=C(O)CCS2)cc1,1.445792901
10279,OC1=NCCCN1CN1CCOCC1,1.521255798
10280,CNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C,1.79237283
10281,CCCNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C,1.796425645
10282,COc1ccc(-c2nc(C)c(C(N)=O)s2)cc1OC,1.652173011
10283,CNC(=O)c1sc(-c2ccc(OC)c(OC)c2)nc1C,1.562827966
10284,COc1ccccc1-c1nc(C)c(C(N)=O)s1,1.491898976
10285,CNC(=O)c1sc(-c2ccccc2OC)nc1C,1.515764594
10286,CCCNC(=O)c1sc(-c2ccccc2OC)nc1C,1.559888679
10287,CNC(=O)c1sc(-c2ccc(OC)cc2)nc1C,1.515764594
10288,CCCNC(=O)c1sc(-c2ccc(OC)cc2)nc1C,1.559888679
10289,CC(=O)Nc1ccc2nc(C(F)(F)F)[nH]c2c1,4.010022597
10290,C=CC(CCC(=O)O)OC(C)=O,2.501182874
10291,CCCCCOC1OC(C)C(O)C(O)C1O,1.825689415
10292,CC(C)(C(=O)O)c1ccc(C#CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.138650897
10293,CC(C)(C)c1ccc(OC(=O)C2CCC(CNC(=N)N)CC2)cc1,4.520431126
10294,CCCOC(=O)Nc1nc(N2CC=CCC2)cc2nc(=O)on12,1.629166217
10295,CC(C)OC(=O)Nc1nc(N2CC=CCC2)cc2nc(=O)on12,1.629166217
